audit_id,user_id,action,resource,record_id,old_value,new_value,requires_approval,approval_status,approved_by,approved_at,ip_address,timestamp,notes
253,10,UPDATE,residents,23,"{""current_risk_level"": ""Critical""}","{""current_risk_level"": ""High""}",True,Approved,16,2026-03-04 22:43:47,192.168.5.160,2026-01-11 12:59:34,
254,14,INSERT,health_records,234,,,False,N/A,,,192.168.5.125,2026-01-16 03:28:45,
255,16,VIEW,process_recordings,672,,,False,N/A,,,192.168.1.46,2026-01-16 12:13:58,
256,17,LOGIN,users,17,,,False,N/A,,,192.168.5.31,2026-01-24 08:47:37,
257,18,INSERT,home_visitations,201,,,False,N/A,,,192.168.5.152,2026-01-25 10:21:18,
258,15,INSERT,education_records,229,,,False,N/A,,,192.168.4.65,2026-01-30 01:01:14,
259,3,INSERT,process_recordings,174,,,False,N/A,,,192.168.1.137,2026-02-08 22:09:27,
260,11,UPDATE,intervention_plans,76,"{""status"": ""On Hold""}","{""status"": ""Cancelled""}",True,Pending,,,192.168.5.102,2026-02-14 09:37:22,
261,3,LOGIN,users,3,,,False,N/A,,,192.168.2.3,2026-02-15 23:16:06,
262,1,UPDATE,residents,39,"{""current_risk_level"": ""Critical""}","{""current_risk_level"": ""Low""}",True,Approved,16,2026-03-23 11:17:10,192.168.5.153,2026-02-17 03:39:18,
263,11,INSERT,process_recordings,1578,,,False,N/A,,,192.168.1.228,2026-02-27 04:34:13,
264,11,INSERT,incident_reports,40,,,False,N/A,,,192.168.1.169,2026-03-04 13:11:35,
265,6,UPDATE,intervention_plans,177,"{""status"": ""Completed""}","{""status"": ""In Progress""}",True,Approved,16,2026-04-01 10:09:50,192.168.1.95,2026-03-07 04:17:36,
266,1,LOGIN,users,1,,,False,N/A,,,192.168.2.127,2026-03-08 17:41:04,
267,12,LOGOUT,users,12,,,False,N/A,,,192.168.4.148,2026-03-12 06:22:09,
268,18,LOGIN,users,18,,,False,N/A,,,192.168.3.7,2026-03-13 18:47:20,
269,17,INSERT,home_visitations,701,,,False,N/A,,,192.168.4.195,2026-03-14 01:25:22,
270,3,UPDATE,residents,49,"{""reintegration_status"": ""In Progress""}","{""reintegration_status"": ""Completed""}",True,Approved,15,2026-03-31 17:38:48,192.168.3.113,2026-03-18 06:45:13,
271,8,INSERT,health_records,313,,,False,N/A,,,192.168.3.61,2026-04-02 03:19:42,
272,7,UPDATE,residents,12,"{""reintegration_status"": ""In Progress""}","{""reintegration_status"": ""On Hold""}",True,Approved,15,2026-04-03 16:02:04,192.168.3.98,2026-04-03 03:49:29,
